id,nombre,seccion,colonia,municipio,celular,email,latitud,longitud,segmento,canal,mensaje_tipo,fecha_contacto,encuestador
PP1585-0083,Adriana Cruz Hernandez,1585,Fraccionamiento del Mar,Puerto Penasco,6384274019,,31.339064,-113.513687,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-17,Brigadista-02
PP1585-0084,Maria Ruiz Valenzuela,1585,Centro,Puerto Penasco,6384845486,maria.92@gmail.com,31.335465,-113.511107,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-17,Brigadista-12
PP1585-0085,Norma Jimenez Lizarraga,1585,Colonia Pescadores,Puerto Penasco,6385279393,,31.338363,-113.511533,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-02,Brigadista-08
PP1585-0086,Carlos Morales Ortiz,1585,Los Medanos,Puerto Penasco,6383206090,,31.336781,-113.509134,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-25,Brigadista-11
PP1585-0087,Monica Gonzalez Celaya,1585,Ejido Coahuila,Puerto Penasco,6384481990,,31.337748,-113.509033,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-26,Brigadista-06
PP1585-0088,Leticia Gonzalez Moreno,1585,Las Conchas,Puerto Penasco,6385001732,leticia.49@gmail.com,31.335457,-113.51921,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-19,Brigadista-12
PP1585-0089,Guadalupe Bernal Lizarraga,1585,La Marina,Puerto Penasco,6381241109,,31.336759,-113.512444,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-10,Brigadista-12
PP1585-0090,Hector Gonzalez Reyes,1585,El Mirador,Puerto Penasco,6388452935,,31.336847,-113.511143,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-29,Brigadista-10
PP1585-0091,Roberto Rodriguez Torres,1585,Fraccionamiento Penasco,Puerto Penasco,6388516837,,31.338233,-113.5162,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-17,Brigadista-02
PP1585-0092,Jorge Ramos Moreno,1585,El Cholla,Puerto Penasco,6385076393,,31.335775,-113.511445,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-05,Brigadista-03
PP1585-0093,Ernesto Moreno Perez,1585,Puerto Viejo,Puerto Penasco,6386715333,,31.336099,-113.519357,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-12,Brigadista-11
PP1585-0094,Ana Gastelum Lizarraga,1585,Centro,Puerto Penasco,,ana.83@gmail.com,31.335196,-113.507361,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-01,Brigadista-07
PP1585-0095,Francisco Lopez Cruz,1585,Colonia Pescadores,Puerto Penasco,6383150174,francisco.67@gmail.com,31.336975,-113.517639,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-03,Brigadista-09
PP1585-0096,Hector Ibarra Gonzalez,1585,Los Medanos,Puerto Penasco,6384713892,,31.339397,-113.518997,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-23,Brigadista-08
PP1585-0097,Antonio Valenzuela Gonzalez,1585,El Mirador,Puerto Penasco,6387839048,,31.338676,-113.514669,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-11,Brigadista-10
PP1585-0098,Luis Moreno Vazquez,1585,El Mirador,Puerto Penasco,6387966042,,31.337212,-113.515598,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-01,Brigadista-04
PP1585-0099,Claudia Moreno Hernandez,1585,Fraccionamiento del Mar,Puerto Penasco,6386931509,claudia.71@gmail.com,31.339512,-113.513333,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-12,Brigadista-08
PP1585-0100,Miguel Mendoza Valenzuela,1585,El Mirador,Puerto Penasco,6387945742,miguel.97@gmail.com,31.336493,-113.505249,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-15,Brigadista-09
PP1585-0101,Hector Flores Cruz,1585,Ejido Suviri,Puerto Penasco,,hector.26@gmail.com,31.336042,-113.518879,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-01,Brigadista-05
PP1585-0102,Ricardo Lizarraga Rodriguez,1585,El Cholla,Puerto Penasco,6383022364,,31.339502,-113.519064,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-07,Brigadista-09
PP1585-0103,Norma Perez Garcia,1585,El Mirador,Puerto Penasco,6388351078,,31.340016,-113.511773,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-28,Brigadista-03
PP1585-0104,Ernesto Martinez Ruiz,1585,Colonia Nuevo Penasco,Puerto Penasco,6389235041,ernesto.90@gmail.com,31.339511,-113.522579,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-25,Brigadista-07
PP1585-0105,Jorge Sanchez Garcia,1585,Colonia Pescadores,Puerto Penasco,6382705794,,31.336577,-113.512612,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-21,Brigadista-08
PP1585-0106,Margarita Hernandez Ramos,1585,El Cholla,Puerto Penasco,,,31.33739,-113.508451,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-17,Brigadista-03
PP1585-0107,Patricia Bojorquez Lopez,1585,Puerto Viejo,Puerto Penasco,6387770176,,31.337938,-113.507103,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-07,Brigadista-06
PP1585-0108,Guadalupe Gonzalez Garcia,1585,Los Medanos,Puerto Penasco,6381053420,,31.336595,-113.51674,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-09,Brigadista-01
PP1585-0109,Margarita Jimenez Sanchez,1585,Las Conchas,Puerto Penasco,,,31.336189,-113.516035,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-15,Brigadista-01
PP1585-0110,Francisco Jimenez Jimenez,1585,Ejido Coahuila,Puerto Penasco,,,31.336773,-113.514019,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-13,Brigadista-12
PP1585-0111,Roberto Gastelum Esquer,1585,Villa Bonita,Puerto Penasco,6388686829,roberto.56@gmail.com,31.336053,-113.512655,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-31,Brigadista-07
PP1585-0112,Patricia Moreno Martinez,1585,Ejido Coahuila,Puerto Penasco,,patricia.77@gmail.com,31.335396,-113.515114,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-18,Brigadista-03
PP1585-0113,Adriana Zazueta Gastelum,1585,Las Conchas,Puerto Penasco,,,31.338682,-113.516564,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-06,Brigadista-12
PP1585-0114,Jorge Lopez Jimenez,1585,Playas de Encanto,Puerto Penasco,,jorge.12@gmail.com,31.337159,-113.520375,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-27,Brigadista-07
PP1585-0115,Ricardo Sanchez Ramos,1585,Barrio Antiguo,Puerto Penasco,,,31.334851,-113.517545,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-11,Brigadista-03
PP1585-0116,Jose Jimenez Jimenez,1585,Colonia Nuevo Penasco,Puerto Penasco,6382177010,,31.338061,-113.508118,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-20,Brigadista-04
PP1585-0117,Fernando Martinez Lopez,1585,Los Medanos,Puerto Penasco,6384112825,fernando.59@gmail.com,31.336246,-113.506018,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-06,Brigadista-09
PP1585-0118,Sergio Esquer Cruz,1585,Barrio Antiguo,Puerto Penasco,6382236499,,31.340196,-113.510107,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-07,Brigadista-02
PP1585-0119,Norma Lizarraga Acosta,1585,Los Medanos,Puerto Penasco,,,31.334811,-113.521601,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-15,Brigadista-10
PP1585-0120,Antonio Ramirez Ramirez,1585,Fraccionamiento del Mar,Puerto Penasco,6387426184,,31.33861,-113.511292,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-13,Brigadista-02
PP1585-0121,Fernando Sanchez Ramirez,1585,Centro,Puerto Penasco,6386129446,fernando.95@gmail.com,31.336277,-113.51341,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-16,Brigadista-03
PP1585-0122,Elena Morales Ramirez,1585,Ejido Suviri,Puerto Penasco,6388497265,,31.338575,-113.510421,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-01,Brigadista-02
PP1585-0123,Hector Ibarra Bernal,1585,Ejido Suviri,Puerto Penasco,6381136833,,31.337291,-113.515033,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-14,Brigadista-09
PP1585-0124,Juan Jimenez Rodriguez,1585,La Marina,Puerto Penasco,6385882674,juan.45@gmail.com,31.336246,-113.50909,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-26,Brigadista-08
PP1585-0125,Laura Torres Ochoa,1585,Colonia Pescadores,Puerto Penasco,6382069443,laura.52@gmail.com,31.336097,-113.519937,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-31,Brigadista-08
PP1585-0126,Ana Acosta Cardenas,1585,Puerto Viejo,Puerto Penasco,,,31.337216,-113.519441,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-30,Brigadista-10
PP1585-0127,Sofia Esquer Flores,1585,Centro,Puerto Penasco,6384831710,sofia.76@gmail.com,31.339279,-113.517693,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-16,Brigadista-10
PP1585-0128,Hector Lizarraga Ochoa,1585,Barrio Antiguo,Puerto Penasco,6381007120,,31.338313,-113.511687,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-14,Brigadista-06
PP1585-0129,Margarita Reyes Cardenas,1585,Ejido Suviri,Puerto Penasco,6388580787,,31.33836,-113.518888,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-15,Brigadista-08
PP1585-0130,Norma Ramos Hernandez,1585,Los Medanos,Puerto Penasco,6389093120,norma.61@gmail.com,31.338503,-113.516678,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-26,Brigadista-07
PP1585-0131,Diana Moreno Gonzalez,1585,Ejido Suviri,Puerto Penasco,6384899568,,31.339071,-113.514036,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-04,Brigadista-09
PP1585-0132,Elena Moreno Ruiz,1585,Centro,Puerto Penasco,6385242364,,31.3368,-113.508083,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-07,Brigadista-05
PP1585-0133,Roberto Zazueta Ruiz,1585,Fraccionamiento del Mar,Puerto Penasco,6385168199,,31.339151,-113.513784,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-20,Brigadista-11
PP1585-0134,Sandra Gastelum Flores,1585,Las Conchas,Puerto Penasco,6381526876,,31.334874,-113.520612,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-28,Brigadista-03
PP1585-0135,Ernesto Flores Garcia,1585,Centro,Puerto Penasco,,,31.339912,-113.510594,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-21,Brigadista-03
PP1585-0136,Jorge Martinez Jimenez,1585,Ejido Coahuila,Puerto Penasco,,,31.339667,-113.515683,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-11,Brigadista-10
PP1585-0137,Antonio Hernandez Cardenas,1585,El Cholla,Puerto Penasco,6386040993,antonio.44@gmail.com,31.339783,-113.51088,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-13,Brigadista-02
PP1585-0138,Veronica Torres Acosta,1585,Colonia Pescadores,Puerto Penasco,,,31.336269,-113.510173,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-10,Brigadista-02
PP1585-0139,Antonio Ramos Ortiz,1585,El Mirador,Puerto Penasco,6386515101,,31.337049,-113.519217,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-09,Brigadista-10
PP1585-0140,Veronica Vazquez Cardenas,1585,Barrio Antiguo,Puerto Penasco,6387605831,,31.334776,-113.519606,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-20,Brigadista-07
PP1585-0141,Claudia Rodriguez Moreno,1585,La Marina,Puerto Penasco,,claudia.37@gmail.com,31.340218,-113.508609,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-19,Brigadista-09
PP1585-0142,Leticia Ramos Reyes,1585,Colonia Pescadores,Puerto Penasco,6387184113,,31.340175,-113.510192,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-28,Brigadista-05
PP1585-0143,Claudia Jimenez Ibarra,1585,Puerto Viejo,Puerto Penasco,6383138666,,31.338661,-113.514263,Activación,Visita,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-07,Brigadista-01
PP1585-0144,Eduardo Acosta Reyes,1585,Colonia Pescadores,Puerto Penasco,6385367263,eduardo.16@gmail.com,31.335971,-113.507788,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-19,Brigadista-10
PP1585-0145,Ernesto Sanchez Ruiz,1585,Colonia Nuevo Penasco,Puerto Penasco,,,31.338127,-113.507898,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-28,Brigadista-06
PP1585-0146,Laura Ibarra Ramirez,1585,Colonia Pescadores,Puerto Penasco,,,31.339456,-113.510108,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-25,Brigadista-01
PP1585-0147,Ernesto Jimenez Acosta,1585,Villa Bonita,Puerto Penasco,6382224467,ernesto.42@gmail.com,31.339179,-113.507801,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-05,Brigadista-01
PP1585-0148,Jorge Martinez Celaya,1585,El Cholla,Puerto Penasco,6385369397,jorge.54@gmail.com,31.334741,-113.517289,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-26,Brigadista-06
PP1585-0149,Miguel Rodriguez Zazueta,1585,Centro,Puerto Penasco,,,31.336424,-113.514465,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-25,Brigadista-07
PP1585-0150,Sergio Acosta Morales,1585,Barrio Antiguo,Puerto Penasco,6383609434,sergio.10@gmail.com,31.33918,-113.510428,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-29,Brigadista-02
PP1585-0151,Alejandro Mendoza Ramirez,1585,Centro,Puerto Penasco,6386375706,alejandro.12@gmail.com,31.336156,-113.517296,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-18,Brigadista-10
PP1585-0152,Margarita Perez Bojorquez,1585,Las Conchas,Puerto Penasco,,,31.338854,-113.507391,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-19,Brigadista-08
PP1585-0153,Antonio Martinez Lopez,1585,El Mirador,Puerto Penasco,6385556134,,31.336366,-113.505419,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-04,Brigadista-11
PP1585-0154,Ricardo Torres Martinez,1585,Villa Bonita,Puerto Penasco,6387112026,,31.33816,-113.51899,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-07,Brigadista-12
PP1585-0155,Ricardo Bojorquez Esquer,1585,El Mirador,Puerto Penasco,6384849306,,31.337361,-113.516735,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-22,Brigadista-10
PP1585-0156,Fernando Esquer Reyes,1585,Centro,Puerto Penasco,,,31.337429,-113.512084,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-20,Brigadista-06
PP1585-0157,Sofia Esquer Cruz,1585,Centro,Puerto Penasco,6382194298,,31.339487,-113.508438,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-19,Brigadista-07
PP1585-0158,Diana Jimenez Zazueta,1585,Centro,Puerto Penasco,,,31.337941,-113.510292,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-04,Brigadista-05
PP1585-0159,Ricardo Acosta Garcia,1585,Colonia Nuevo Penasco,Puerto Penasco,6383626353,,31.338457,-113.514428,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-16,Brigadista-09
PP1585-0160,Fernando Valenzuela Rodriguez,1585,Las Conchas,Puerto Penasco,,,31.336458,-113.512708,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-17,Brigadista-08
PP1586-0001,Hector Vazquez Ochoa,1586,Los Medanos,Puerto Penasco,6384190075,,31.329025,-113.492832,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-17,Brigadista-03
PP1586-0002,Oscar Hernandez Garcia,1586,Playas de Encanto,Puerto Penasco,6382133593,oscar.35@gmail.com,31.332434,-113.490808,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-04,Brigadista-07
PP1586-0003,Luis Zazueta Vazquez,1586,El Cholla,Puerto Penasco,6388273871,luis.91@gmail.com,31.332849,-113.498463,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-05,Brigadista-07
PP1586-0004,Jose Lizarraga Ortiz,1586,Ejido Coahuila,Puerto Penasco,6384069401,,31.331055,-113.492282,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-10,Brigadista-06
PP1586-0005,Antonio Garcia Garcia,1586,Puerto Viejo,Puerto Penasco,6387480304,antonio.77@gmail.com,31.335322,-113.496711,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-29,Brigadista-03
PP1586-0006,Juan Rodriguez Lizarraga,1586,La Marina,Puerto Penasco,6382165439,,31.331829,-113.499014,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-08,Brigadista-07
PP1586-0007,Monica Gastelum Martinez,1586,La Marina,Puerto Penasco,6383489190,,31.335283,-113.496201,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-26,Brigadista-04
PP1586-0008,Elena Gastelum Vazquez,1586,Fraccionamiento del Mar,Puerto Penasco,6388955683,elena.58@gmail.com,31.328594,-113.490472,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-18,Brigadista-07
PP1586-0009,Leticia Acosta Flores,1586,Puerto Viejo,Puerto Penasco,6385288872,leticia.25@gmail.com,31.332511,-113.491411,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-17,Brigadista-01
PP1586-0010,Hector Lopez Perez,1586,Playas de Encanto,Puerto Penasco,6388652091,hector.54@gmail.com,31.330941,-113.486104,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-05,Brigadista-07
PP1586-0011,Laura Celaya Acosta,1586,Ejido Coahuila,Puerto Penasco,6388547412,,31.33282,-113.486695,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-12,Brigadista-04
PP1586-0012,Jorge Mendoza Lizarraga,1586,Puerto Viejo,Puerto Penasco,,,31.33237,-113.497303,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-16,Brigadista-10
PP1586-0013,Margarita Ochoa Jimenez,1586,Ejido Suviri,Puerto Penasco,,margarita.37@gmail.com,31.331967,-113.48468,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-05,Brigadista-01
PP1586-0014,Antonio Vazquez Morales,1586,Centro,Puerto Penasco,6385424793,,31.334285,-113.495656,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-18,Brigadista-03
PP1586-0015,Jose Torres Zazueta,1586,Barrio Antiguo,Puerto Penasco,6386863870,jose.67@gmail.com,31.326961,-113.491185,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-06,Brigadista-04
PP1586-0016,Manuel Hernandez Ibarra,1586,Colonia Nuevo Penasco,Puerto Penasco,,,31.330608,-113.483146,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-05,Brigadista-02
PP1586-0017,Antonio Rodriguez Cruz,1586,Ejido Coahuila,Puerto Penasco,6389505331,antonio.70@gmail.com,31.327948,-113.481143,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-07,Brigadista-03
PP1586-0018,Jose Rodriguez Vazquez,1586,Centro,Puerto Penasco,,,31.332885,-113.478499,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-28,Brigadista-09
PP1586-0019,Sandra Ochoa Ramirez,1586,Puerto Viejo,Puerto Penasco,6382676440,sandra.23@gmail.com,31.332851,-113.477859,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-28,Brigadista-07
PP1586-0020,Eduardo Ibarra Ortiz,1586,Ejido Coahuila,Puerto Penasco,6383159151,eduardo.29@gmail.com,31.330787,-113.486135,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-15,Brigadista-07
PP1586-0021,Luis Garcia Esquer,1586,Centro,Puerto Penasco,6387625931,,31.330766,-113.481802,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-17,Brigadista-11
PP1586-0022,Sofia Bojorquez Ruiz,1586,Colonia Pescadores,Puerto Penasco,6386631831,sofia.69@gmail.com,31.329307,-113.49519,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-02,Brigadista-03
PP1586-0023,Ricardo Lizarraga Ochoa,1586,El Mirador,Puerto Penasco,6387273455,ricardo.90@gmail.com,31.330699,-113.494924,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-13,Brigadista-07
PP1586-0024,Jose Perez Vazquez,1586,Centro,Puerto Penasco,6386921316,,31.332626,-113.486358,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-18,Brigadista-11
PP1586-0025,Carlos Gastelum Ortiz,1586,El Cholla,Puerto Penasco,6384751330,carlos.49@gmail.com,31.327364,-113.48648,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-15,Brigadista-08
PP1586-0026,Carmen Celaya Bojorquez,1586,El Mirador,Puerto Penasco,6384860503,,31.330466,-113.484639,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-16,Brigadista-05
PP1586-0027,Jose Ibarra Reyes,1586,Puerto Viejo,Puerto Penasco,6386384026,,31.333535,-113.499853,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-02,Brigadista-07
PP1586-0028,Hector Rodriguez Bojorquez,1586,Puerto Viejo,Puerto Penasco,6389757292,hector.35@gmail.com,31.335473,-113.498123,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-01,Brigadista-10
PP1586-0029,Ana Lizarraga Esquer,1586,El Mirador,Puerto Penasco,6385771012,,31.330616,-113.496667,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-02,Brigadista-12
PP1586-0030,Guadalupe Perez Lizarraga,1586,La Marina,Puerto Penasco,6385050240,guadalupe.62@gmail.com,31.330876,-113.484996,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-02,Brigadista-08
PP1586-0031,Norma Ramos Ruiz,1586,Los Medanos,Puerto Penasco,6381405689,,31.328493,-113.487595,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-16,Brigadista-11
PP1586-0032,Francisco Lopez Ruiz,1586,Ejido Coahuila,Puerto Penasco,6385442827,,31.327614,-113.481277,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-24,Brigadista-07
PP1586-0033,Carlos Reyes Valenzuela,1586,Playas de Encanto,Puerto Penasco,6383191683,,31.328535,-113.490831,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-16,Brigadista-09
PP1586-0034,Veronica Garcia Vazquez,1586,Playas de Encanto,Puerto Penasco,,,31.33032,-113.492975,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-11,Brigadista-12
PP1586-0035,Laura Reyes Ramirez,1586,La Marina,Puerto Penasco,6387726580,,31.330911,-113.47944,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-09,Brigadista-09
PP1586-0036,Patricia Gonzalez Ochoa,1586,Ejido Coahuila,Puerto Penasco,,patricia.23@gmail.com,31.32771,-113.478925,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-30,Brigadista-06
PP1586-0037,Jorge Vazquez Acosta,1586,Centro,Puerto Penasco,6386487665,jorge.12@gmail.com,31.331689,-113.499393,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-06,Brigadista-08
PP1586-0038,Juan Lizarraga Moreno,1586,Colonia Pescadores,Puerto Penasco,6386241256,,31.331446,-113.494538,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-17,Brigadista-05
PP1586-0039,Patricia Acosta Ibarra,1586,Las Conchas,Puerto Penasco,6389311462,,31.328934,-113.489062,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-30,Brigadista-04
PP1586-0040,Miguel Vazquez Celaya,1586,El Cholla,Puerto Penasco,6385814014,,31.32827,-113.49573,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-07,Brigadista-09
PP1586-0041,Antonio Celaya Ramos,1586,La Marina,Puerto Penasco,6382809989,,31.326809,-113.493141,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-28,Brigadista-06
PP1586-0042,Carlos Lopez Perez,1586,La Marina,Puerto Penasco,6388759060,,31.333615,-113.500431,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-20,Brigadista-11
